"Time","Subsystem #1|PMU|PMU|PMU01|V1p1-1an_","Subsystem #1|PMU|PMU|PMU02|V1p1-2an_","Subsystem #1|PMU|PMU|PMU03|V1p1-3an_","Subsystem #1|PMU|PMU|PMU04|V1p1-4an_","Subsystem #1|PMU|PMU|PMU05|v1p1-5an_","Subsystem #1|PMU|PMU|PMU06|V1p1-6an_","Subsystem #1|PMU|PMU|PMU07|V1p1-7an_"
0.0027,-2.02848723,-2.000743194,-1.998082986,-2.002205539,-1.990320846,-1.997457042,-1.996647724
0.00285,-2.02848723,-2.000743194,-1.998082986,-2.002205539,-1.990320846,-1.997457042,-1.996647724
0.003,-2.02848723,-2.000743194,-1.998082986,-2.002205539,-1.990320846,-1.997457042,-1.996647724
0.00315,-2.02848723,-2.000743194,-1.998082986,-2.002205539,-1.990320846,-1.997457042,-1.996647724
0.0033,-2.02848723,-2.000743194,-1.998082986,-2.002205539,-1.990320846,-1.997457042,-1.996647724
0.00345,-2.02848723,-2.000743194,-1.998082986,-2.002205539,-1.990320846,-1.997457042,-1.996647724
0.0036,-2.02848723,-2.000743194,-1.998082986,-2.002205539,-1.990320846,-1.997457042,-1.996647724
0.00375,-2.02848723,-2.000743194,-1.998082986,-2.002205539,-1.990320846,-1.997457042,-1.996647724
0.0039,-2.02848723,-2.000743194,-1.998082986,-2.002205539,-1.990320846,-1.997457042,-1.996647724
0.00405,-2.02848723,-2.000743194,-1.998082986,-2.002205539,-1.990320846,-1.997457042,-1.996647724
0.0042,-2.02848723,-2.000743194,-1.998082986,-2.002205539,-1.990320846,-1.997457042,-1.996647724
0.00435,-2.02848723,-2.000743194,-1.998082986,-2.002205539,-1.990320846,-1.997457042,-1.996647724
0.0045,-2.02848723,-2.000743194,-1.998082986,-2.002205539,-1.990320846,-1.997457042,-1.996647724
0.00465,-2.02848723,-2.000743194,-1.998082986,-2.002205539,-1.990320846,-1.997457042,-1.996647724
0.0048,-2.02848723,-2.000743194,-1.998082986,-2.002205539,-1.990320846,-1.997457042,-1.996647724
0.00495,-2.02848723,-2.000743194,-1.998082986,-2.002205539,-1.990320846,-1.997457042,-1.996647724
0.0051,-2.02848723,-2.000743194,-1.998082986,-2.002205539,-1.990320846,-1.997457042,-1.996647724
0.00525,-2.02848723,-2.000743194,-1.998082986,-2.002205539,-1.990320846,-1.997457042,-1.996647724
0.0054,-2.02848723,-2.000743194,-1.998082986,-2.002205539,-1.990320846,-1.997457042,-1.996647724
0.00555,-2.02848723,-2.000743194,-1.998082986,-2.002205539,-1.990320846,-1.997457042,-1.996647724
0.0057,-2.02848723,-2.000743194,-1.998082986,-2.002205539,-1.990320846,-1.997457042,-1.996647724
0.00585,-2.02848723,-2.000743194,-1.998082986,-2.002205539,-1.990320846,-1.997457042,-1.996647724
0.006,-2.02848723,-2.000743194,-1.998082986,-2.002205539,-1.990320846,-1.997457042,-1.996647724
0.00615,-2.02848723,-2.000743194,-1.998082986,-2.002205539,-1.990320846,-1.997457042,-1.996647724
0.0063,-2.02848723,-2.000743194,-1.998082986,-2.002205539,-1.990320846,-1.997457042,-1.996647724
0.00645,-2.02848723,-2.000743194,-1.998082986,-2.002205539,-1.990320846,-1.997457042,-1.996647724
0.0066,-2.02848723,-2.000743194,-1.998082986,-2.002205539,-1.990320846,-1.997457042,-1.996647724
0.00675,-2.02848723,-2.000743194,-1.998082986,-2.002205539,-1.990320846,-1.997457042,-1.996647724
0.0069,-2.02848723,-2.000743194,-1.998082986,-2.002205539,-1.990320846,-1.997457042,-1.996647724
0.00705,-2.02848723,-2.000743194,-1.998082986,-2.002205539,-1.990320846,-1.997457042,-1.996647724
0.0072,-2.02848723,-2.000743194,-1.998082986,-2.002205539,-1.990320846,-1.997457042,-1.996647724
0.00735,-2.02848723,-2.000743194,-1.998082986,-2.002205539,-1.990320846,-1.997457042,-1.996647724
0.0075,-2.02848723,-2.000743194,-1.998082986,-2.002205539,-1.990320846,-1.997457042,-1.996647724
0.00765,-2.02848723,-2.000743194,-1.998082986,-2.002205539,-1.990320846,-1.997457042,-1.996647724
0.0078,-2.02848723,-2.000743194,-1.998082986,-2.002205539,-1.990320846,-1.997457042,-1.996647724
0.00795,-2.02848723,-2.000743194,-1.998082986,-2.002205539,-1.990320846,-1.997457042,-1.996647724
0.0081,-2.02848723,-2.000743194,-1.998082986,-2.002205539,-1.990320846,-1.997457042,-1.996647724
0.00825,-2.02848723,-2.000743194,-1.998082986,-2.002205539,-1.990320846,-1.997457042,-1.996647724
0.0084,-2.02848723,-2.000743194,-1.998082986,-2.002205539,-1.990320846,-1.997457042,-1.996647724
0.00855,-2.02848723,-2.000743194,-1.998082986,-2.002205539,-1.990320846,-1.997457042,-1.996647724
0.0087,-2.02848723,-2.000743194,-1.998082986,-2.002205539,-1.990320846,-1.997457042,-1.996647724
0.00885,-2.02848723,-2.000743194,-1.998082986,-2.002205539,-1.990320846,-1.997457042,-1.996647724
0.009,-2.02848723,-2.000743194,-1.998082986,-2.002205539,-1.990320846,-1.997457042,-1.996647724
0.00915,-2.02848723,-2.000743194,-1.998082986,-2.002205539,-1.990320846,-1.997457042,-1.996647724
0.0093,-2.02848723,-2.000743194,-1.998082986,-2.002205539,-1.990320846,-1.997457042,-1.996647724
0.00945,-2.02848723,-2.000743194,-1.998082986,-2.002205539,-1.990320846,-1.997457042,-1.996647724
0.0096,-2.02848723,-2.000743194,-1.998082986,-2.002205539,-1.990320846,-1.997457042,-1.996647724
0.00975,-2.02848723,-2.000743194,-1.998082986,-2.002205539,-1.990320846,-1.997457042,-1.996647724
0.0099,-2.02848723,-2.000743194,-1.998082986,-2.002205539,-1.990320846,-1.997457042,-1.996647724
0.01005,-2.02848723,-2.000743194,-1.998082986,-2.002205539,-1.990320846,-1.997457042,-1.996647724
0.0102,-2.02848723,-2.000743194,-1.998082986,-2.002205539,-1.990320846,-1.997457042,-1.996647724
0.01035,-2.02848723,-2.000743194,-1.998082986,-2.002205539,-1.990320846,-1.997457042,-1.996647724
0.0105,-2.02848723,-2.000743194,-1.998082986,-2.002205539,-1.990320846,-1.997457042,-1.996647724
0.01065,-2.02848723,-2.000743194,-1.998082986,-2.002205539,-1.990320846,-1.997457042,-1.996647724
0.0108,-2.02848723,-2.000743194,-1.998082986,-2.002205539,-1.990320846,-1.997457042,-1.996647724
0.01095,-2.02848723,-2.000743194,-1.998082986,-2.002205539,-1.990320846,-1.997457042,-1.996647724
0.0111,-2.02848723,-2.000743194,-1.998082986,-2.002205539,-1.990320846,-1.997457042,-1.996647724
0.01125,-2.02848723,-2.000743194,-1.998082986,-2.002205539,-1.990320846,-1.997457042,-1.996647724
0.0114,-2.02848723,-2.000743194,-1.998082986,-2.002205539,-1.990320846,-1.997457042,-1.996647724
0.01155,-2.02848723,-2.000743194,-1.998082986,-2.002205539,-1.990320846,-1.997457042,-1.996647724
0.0117,-2.02848723,-2.000743194,-1.998082986,-2.002205539,-1.990320846,-1.997457042,-1.996647724
0.01185,-2.02848723,-2.000743194,-1.998082986,-2.002205539,-1.990320846,-1.997457042,-1.996647724
0.012,-2.02848723,-2.000743194,-1.998082986,-2.002205539,-1.990320846,-1.997457042,-1.996647724
0.01215,-2.02848723,-2.000743194,-1.998082986,-2.002205539,-1.990320846,-1.997457042,-1.996647724
0.0123,-2.02848723,-2.000743194,-1.998082986,-2.002205539,-1.990320846,-1.997457042,-1.996647724
0.01245,-2.02848723,-2.000743194,-1.998082986,-2.002205539,-1.990320846,-1.997457042,-1.996647724
0.0126,-2.02848723,-2.000743194,-1.998082986,-2.002205539,-1.990320846,-1.997457042,-1.996647724
0.01275,-2.02848723,-2.000743194,-1.998082986,-2.002205539,-1.990320846,-1.997457042,-1.996647724
0.0129,-2.02848723,-2.000743194,-1.998082986,-2.002205539,-1.990320846,-1.997457042,-1.996647724
0.01305,-2.02848723,-2.000743194,-1.998082986,-2.002205539,-1.990320846,-1.997457042,-1.996647724
0.0132,-2.02848723,-2.000743194,-1.998082986,-2.002205539,-1.990320846,-1.997457042,-1.996647724
0.01335,-2.02848723,-2.000743194,-1.998082986,-2.002205539,-1.990320846,-1.997457042,-1.996647724
0.0135,-2.02848723,-2.000743194,-1.998082986,-2.002205539,-1.990320846,-1.997457042,-1.996647724
0.01365,-2.02848723,-2.000743194,-1.998082986,-2.002205539,-1.990320846,-1.997457042,-1.996647724
0.0138,-2.02848723,-2.000743194,-1.998082986,-2.002205539,-1.990320846,-1.997457042,-1.996647724
0.01395,-2.02848723,-2.000743194,-1.998082986,-2.002205539,-1.990320846,-1.997457042,-1.996647724
0.0141,-2.02848723,-2.000743194,-1.998082986,-2.002205539,-1.990320846,-1.997457042,-1.996647724
0.01425,-2.02848723,-2.000743194,-1.998082986,-2.002205539,-1.990320846,-1.997457042,-1.996647724
0.0144,-2.02848723,-2.000743194,-1.998082986,-2.002205539,-1.990320846,-1.997457042,-1.996647724
0.01455,-2.02848723,-2.000743194,-1.998082986,-2.002205539,-1.990320846,-1.997457042,-1.996647724
0.0147,-2.02848723,-2.000743194,-1.998082986,-2.002205539,-1.990320846,-1.997457042,-1.996647724
0.01485,-2.02848723,-2.000743194,-1.998082986,-2.002205539,-1.990320846,-1.997457042,-1.996647724
0.015,-2.02848723,-2.000743194,-1.998082986,-2.002205539,-1.990320846,-1.997457042,-1.996647724
0.01515,-2.02848723,-2.000743194,-1.998082986,-2.002205539,-1.990320846,-1.997457042,-1.996647724
0.0153,-2.02848723,-2.000743194,-1.998082986,-2.002205539,-1.990320846,-1.997457042,-1.996647724
0.01545,-2.02848723,-2.000743194,-1.998082986,-2.002205539,-1.990320846,-1.997457042,-1.996647724
0.0156,-2.02848723,-2.000743194,-1.998082986,-2.002205539,-1.990320846,-1.997457042,-1.996647724
0.01575,-2.02848723,-2.000743194,-1.998082986,-2.002205539,-1.990320846,-1.997457042,-1.996647724
0.0159,-2.02848723,-2.000743194,-1.998082986,-2.002205539,-1.990320846,-1.997457042,-1.996647724
0.01605,-2.02848723,-2.000743194,-1.998082986,-2.002205539,-1.990320846,-1.997457042,-1.996647724
0.0162,-2.02848723,-2.000743194,-1.998082986,-2.002205539,-1.990320846,-1.997457042,-1.996647724
0.01635,-2.02848723,-2.000743194,-1.998082986,-2.002205539,-1.990320846,-1.997457042,-1.996647724
0.0165,-2.02848723,-2.000743194,-1.998082986,-2.002205539,-1.990320846,-1.997457042,-1.996647724
0.01665,-2.02848723,-2.000743194,-1.998082986,-2.002205539,-1.990320846,-1.997457042,-1.996647724
0.0168,-2.02848723,-2.000743194,-1.998082986,-2.002205539,-1.990320846,-1.997457042,-1.996647724
0.01695,-2.02848723,-2.000743194,-1.998082986,-2.002205539,-1.990320846,-1.997457042,-1.996647724
0.0171,-2.02848723,-2.000743194,-1.998082986,-2.002205539,-1.990320846,-1.997457042,-1.996647724
0.01725,-2.02848723,-2.000743194,-1.998082986,-2.002205539,-1.990320846,-1.997457042,-1.996647724
0.0174,-2.02848723,-2.000743194,-1.998082986,-2.002205539,-1.990320846,-1.997457042,-1.996647724
0.01755,-2.02848723,-2.000743194,-1.998082986,-2.002205539,-1.990320846,-1.997457042,-1.996647724
0.0177,-2.02848723,-2.000743194,-1.998082986,-2.002205539,-1.990320846,-1.997457042,-1.996647724
0.01785,-2.02848723,-2.000743194,-1.998082986,-2.002205539,-1.990320846,-1.997457042,-1.996647724
0.018,-2.02848723,-2.000743194,-1.998082986,-2.002205539,-1.990320846,-1.997457042,-1.996647724
0.01815,-2.02848723,-2.000743194,-1.998082986,-2.002205539,-1.990320846,-1.997457042,-1.996647724
0.0183,-2.02848723,-2.000743194,-1.998082986,-2.002205539,-1.990320846,-1.997457042,-1.996647724
0.01845,-2.02848723,-2.000743194,-1.998082986,-2.002205539,-1.990320846,-1.997457042,-1.996647724
0.0186,-2.02848723,-2.000743194,-1.998082986,-2.002205539,-1.990320846,-1.997457042,-1.996647724
0.01875,-2.02848723,-2.000743194,-1.998082986,-2.002205539,-1.990320846,-1.997457042,-1.996647724
0.0189,-2.02848723,-2.000743194,-1.998082986,-2.002205539,-1.990320846,-1.997457042,-1.996647724
0.01905,-2.02848723,-2.000743194,-1.998082986,-2.002205539,-1.990320846,-1.997457042,-1.996647724
0.0192,-2.02848723,-2.000743194,-1.998082986,-2.002205539,-1.990320846,-1.997457042,-1.996647724
0.01935,-2.02848723,-2.000743194,-1.998082986,-2.002205539,-1.990320846,-1.997457042,-1.996647724
0.0195,-2.02848723,-2.000743194,-1.998082986,-2.002205539,-1.990320846,-1.997457042,-1.996647724
0.01965,-2.02848723,-2.000743194,-1.998082986,-2.002205539,-1.990320846,-1.997457042,-1.996647724
0.0198,-2.02848723,-2.000743194,-1.998082986,-2.002205539,-1.990320846,-1.997457042,-1.996647724
0.01995,-2.02848723,-2.000743194,-1.998082986,-2.002205539,-1.990320846,-1.997457042,-1.996647724
0.0201,-2.02848723,-2.000743194,-1.998082986,-2.002205539,-1.990320846,-1.997457042,-1.996647724
0.02025,-2.02848723,-2.000743194,-1.998082986,-2.002205539,-1.990320846,-1.997457042,-1.996647724
0.0204,-2.02848723,-2.000743194,-1.998082986,-2.002205539,-1.990320846,-1.997457042,-1.996647724
0.02055,-2.02848723,-2.000743194,-1.998082986,-2.002205539,-1.990320846,-1.997457042,-1.996647724
0.0207,-2.02848723,-2.000743194,-1.998082986,-2.002205539,-1.990320846,-1.997457042,-1.996647724
0.02085,-2.02848723,-2.000743194,-1.998082986,-2.002205539,-1.990320846,-1.997457042,-1.996647724
0.021,-2.02848723,-2.000743194,-1.998082986,-2.002205539,-1.990320846,-1.997457042,-1.996647724
0.02115,-2.02848723,-2.000743194,-1.998082986,-2.002205539,-1.990320846,-1.997457042,-1.996647724
0.0213,-2.02848723,-2.000743194,-1.998082986,-2.002205539,-1.990320846,-1.997457042,-1.996647724
0.02145,-2.02848723,-2.000743194,-1.998082986,-2.002205539,-1.990320846,-1.997457042,-1.996647724
0.0216,-2.02848723,-2.000743194,-1.998082986,-2.002205539,-1.990320846,-1.997457042,-1.996647724
0.02175,-2.02848723,-2.000743194,-1.998082986,-2.002205539,-1.990320846,-1.997457042,-1.996647724
0.0219,-2.02848723,-2.000743194,-1.998082986,-2.002205539,-1.990320846,-1.997457042,-1.996647724
0.02205,-2.02848723,-2.000743194,-1.998082986,-2.002205539,-1.990320846,-1.997457042,-1.996647724
0.0222,-2.02848723,-2.000743194,-1.998082986,-2.002205539,-1.990320846,-1.997457042,-1.996647724
0.02235,-2.02848723,-2.000743194,-1.998082986,-2.002205539,-1.990320846,-1.997457042,-1.996647724
0.0225,-2.02848723,-2.000743194,-1.998082986,-2.002205539,-1.990320846,-1.997457042,-1.996647724
0.02265,-2.02848723,-2.000743194,-1.998082986,-2.002205539,-1.990320846,-1.997457042,-1.996647724
0.0228,-2.02848723,-2.000743194,-1.998082986,-2.002205539,-1.990320846,-1.997457042,-1.996647724
0.02295,-2.02848723,-2.000743194,-1.998082986,-2.002205539,-1.990320846,-1.997457042,-1.996647724
0.0231,-2.02848723,-2.000743194,-1.998082986,-2.002205539,-1.990320846,-1.997457042,-1.996647724
0.02325,-2.02848723,-2.000743194,-1.998082986,-2.002205539,-1.990320846,-1.997457042,-1.996647724
0.0234,-2.02848723,-2.000743194,-1.998082986,-2.002205539,-1.990320846,-1.997457042,-1.996647724
0.02355,-2.02848723,-2.000743194,-1.998082986,-2.002205539,-1.990320846,-1.997457042,-1.996647724
0.0237,-2.02848723,-2.000743194,-1.998082986,-2.002205539,-1.990320846,-1.997457042,-1.996647724
0.02385,-2.02848723,-2.000743194,-1.998082986,-2.002205539,-1.990320846,-1.997457042,-1.996647724
0.024,-2.02848723,-2.000743194,-1.998082986,-2.002205539,-1.990320846,-1.997457042,-1.996647724
0.02415,-2.02848723,-2.000743194,-1.998082986,-2.002205539,-1.990320846,-1.997457042,-1.996647724
0.0243,-2.02848723,-2.000743194,-1.998082986,-2.002205539,-1.990320846,-1.997457042,-1.996647724
0.02445,-2.02848723,-2.000743194,-1.998082986,-2.002205539,-1.990320846,-1.997457042,-1.996647724
0.0246,-2.02848723,-2.000743194,-1.998082986,-2.002205539,-1.990320846,-1.997457042,-1.996647724
0.02475,-2.02848723,-2.000743194,-1.998082986,-2.002205539,-1.990320846,-1.997457042,-1.996647724
0.0249,-2.02848723,-2.000743194,-1.998082986,-2.002205539,-1.990320846,-1.997457042,-1.996647724
0.02505,-2.02848723,-2.000743194,-1.998082986,-2.002205539,-1.990320846,-1.997457042,-1.996647724
0.0252,-2.02848723,-2.000743194,-1.998082986,-2.002205539,-1.990320846,-1.997457042,-1.996647724
0.02535,-2.02848723,-2.000743194,-1.998082986,-2.002205539,-1.990320846,-1.997457042,-1.996647724
0.0255,-2.02848723,-2.000743194,-1.998082986,-2.002205539,-1.990320846,-1.997457042,-1.996647724
0.02565,-2.02848723,-2.000743194,-1.998082986,-2.002205539,-1.990320846,-1.997457042,-1.996647724
0.0258,-2.02848723,-2.000743194,-1.998082986,-2.002205539,-1.990320846,-1.997457042,-1.996647724
0.02595,-2.02848723,-2.000743194,-1.998082986,-2.002205539,-1.990320846,-1.997457042,-1.996647724
0.0261,-2.02848723,-2.000743194,-1.998082986,-2.002205539,-1.990320846,-1.997457042,-1.996647724
0.02625,-2.02848723,-2.000743194,-1.998082986,-2.002205539,-1.990320846,-1.997457042,-1.996647724
0.0264,-2.02848723,-2.000743194,-1.998082986,-2.002205539,-1.990320846,-1.997457042,-1.996647724
0.02655,-2.02848723,-2.000743194,-1.998082986,-2.002205539,-1.990320846,-1.997457042,-1.996647724
0.0267,-2.02848723,-2.000743194,-1.998082986,-2.002205539,-1.990320846,-1.997457042,-1.996647724
0.02685,-2.02848723,-2.000743194,-1.998082986,-2.002205539,-1.990320846,-1.997457042,-1.996647724
0.027,-2.02848723,-2.000743194,-1.998082986,-2.002205539,-1.990320846,-1.997457042,-1.996647724
0.02715,-2.02848723,-2.000743194,-1.998082986,-2.002205539,-1.990320846,-1.997457042,-1.996647724
0.0273,-2.02848723,-2.000743194,-1.998082986,-2.002205539,-1.990320846,-1.997457042,-1.996647724
0.02745,-2.02848723,-2.000743194,-1.998082986,-2.002205539,-1.990320846,-1.997457042,-1.996647724
0.0276,-2.02848723,-2.000743194,-1.998082986,-2.002205539,-1.990320846,-1.997457042,-1.996647724
0.02775,-2.02848723,-2.000743194,-1.998082986,-2.002205539,-1.990320846,-1.997457042,-1.996647724
0.0279,-2.02848723,-2.000743194,-1.998082986,-2.002205539,-1.990320846,-1.997457042,-1.996647724
0.02805,-2.02848723,-2.000743194,-1.998082986,-2.002205539,-1.990320846,-1.997457042,-1.996647724
0.0282,-2.02848723,-2.000743194,-1.998082986,-2.002205539,-1.990320846,-1.997457042,-1.996647724
0.02835,-2.02848723,-2.000743194,-1.998082986,-2.002205539,-1.990320846,-1.997457042,-1.996647724
0.0285,-2.02848723,-2.000743194,-1.998082986,-2.002205539,-1.990320846,-1.997457042,-1.996647724
0.02865,-2.02848723,-2.000743194,-1.998082986,-2.002205539,-1.990320846,-1.997457042,-1.996647724
0.0288,-2.02848723,-2.000743194,-1.998082986,-2.002205539,-1.990320846,-1.997457042,-1.996647724
0.02895,-2.02848723,-2.000743194,-1.998082986,-2.002205539,-1.990320846,-1.997457042,-1.996647724
0.0291,-2.02848723,-2.000743194,-1.998082986,-2.002205539,-1.990320846,-1.997457042,-1.996647724
0.02925,-2.02848723,-2.000743194,-1.998082986,-2.002205539,-1.990320846,-1.997457042,-1.996647724
0.0294,-2.02848723,-2.000743194,-1.998082986,-2.002205539,-1.990320846,-1.997457042,-1.996647724
0.02955,-2.02848723,-2.000743194,-1.998082986,-2.002205539,-1.990320846,-1.997457042,-1.996647724
0.0297,-2.02848723,-2.000743194,-1.998082986,-2.002205539,-1.990320846,-1.997457042,-1.996647724
0.02985,-2.02848723,-2.000743194,-1.998082986,-2.002205539,-1.990320846,-1.997457042,-1.996647724
0.03,-2.02848723,-2.000743194,-1.998082986,-2.002205539,-1.990320846,-1.997457042,-1.996647724
0.03015,-2.02848723,-2.000743194,-1.998082986,-2.002205539,-1.990320846,-1.997457042,-1.996647724
0.0303,-2.02848723,-2.000743194,-1.998082986,-2.002205539,-1.990320846,-1.997457042,-1.996647724
0.03045,-2.02848723,-2.000743194,-1.998082986,-2.002205539,-1.990320846,-1.997457042,-1.996647724
0.0306,-2.02848723,-2.000743194,-1.998082986,-2.002205539,-1.990320846,-1.997457042,-1.996647724
0.03075,-2.02848723,-2.000743194,-1.998082986,-2.002205539,-1.990320846,-1.997457042,-1.996647724
0.0309,-2.02848723,-2.000743194,-1.998082986,-2.002205539,-1.990320846,-1.997457042,-1.996647724
0.03105,-2.02848723,-2.000743194,-1.998082986,-2.002205539,-1.990320846,-1.997457042,-1.996647724
0.0312,-2.02848723,-2.000743194,-1.998082986,-2.002205539,-1.990320846,-1.997457042,-1.996647724
0.03135,-2.02848723,-2.000743194,-1.998082986,-2.002205539,-1.990320846,-1.997457042,-1.996647724
0.0315,-2.02848723,-2.000743194,-1.998082986,-2.002205539,-1.990320846,-1.997457042,-1.996647724
0.03165,-2.02848723,-2.000743194,-1.998082986,-2.002205539,-1.990320846,-1.997457042,-1.996647724
0.0318,-2.02848723,-2.000743194,-1.998082986,-2.002205539,-1.990320846,-1.997457042,-1.996647724
0.03195,-2.02848723,-2.000743194,-1.998082986,-2.002205539,-1.990320846,-1.997457042,-1.996647724
0.0321,-2.02848723,-2.000743194,-1.998082986,-2.002205539,-1.990320846,-1.997457042,-1.996647724
0.03225,-2.02848723,-2.000743194,-1.998082986,-2.002205539,-1.990320846,-1.997457042,-1.996647724
0.0324,-2.02848723,-2.000743194,-1.998082986,-2.002205539,-1.990320846,-1.997457042,-1.996647724
0.03255,-2.028487042,-2.00074289,-1.998082693,-2.002205257,-1.990320446,-1.997456721,-1.996647444
0.0327,-2.028487042,-2.00074289,-1.998082693,-2.002205257,-1.990320446,-1.997456721,-1.996647444
0.03285,-2.028487042,-2.00074289,-1.998082693,-2.002205257,-1.990320446,-1.997456721,-1.996647444
0.033,-2.028487042,-2.00074289,-1.998082693,-2.002205257,-1.990320446,-1.997456721,-1.996647444
0.03315,-2.028487042,-2.00074289,-1.998082693,-2.002205257,-1.990320446,-1.997456721,-1.996647444
0.0333,-2.028487042,-2.00074289,-1.998082693,-2.002205257,-1.990320446,-1.997456721,-1.996647444
0.03345,-2.028487042,-2.00074289,-1.998082693,-2.002205257,-1.990320446,-1.997456721,-1.996647444
0.0336,-2.028487042,-2.00074289,-1.998082693,-2.002205257,-1.990320446,-1.997456721,-1.996647444
0.03375,-2.028487042,-2.00074289,-1.998082693,-2.002205257,-1.990320446,-1.997456721,-1.996647444
0.0339,-2.028487042,-2.00074289,-1.998082693,-2.002205257,-1.990320446,-1.997456721,-1.996647444
0.03405,-2.028487042,-2.00074289,-1.998082693,-2.002205257,-1.990320446,-1.997456721,-1.996647444
0.0342,-2.028487042,-2.00074289,-1.998082693,-2.002205257,-1.990320446,-1.997456721,-1.996647444
0.03435,-2.028487042,-2.00074289,-1.998082693,-2.002205257,-1.990320446,-1.997456721,-1.996647444
0.0345,-2.028487042,-2.00074289,-1.998082693,-2.002205257,-1.990320446,-1.997456721,-1.996647444
0.03465,-2.028487042,-2.00074289,-1.998082693,-2.002205257,-1.990320446,-1.997456721,-1.996647444
0.0348,-2.028487042,-2.00074289,-1.998082693,-2.002205257,-1.990320446,-1.997456721,-1.996647444
0.03495,-2.028487042,-2.00074289,-1.998082693,-2.002205257,-1.990320446,-1.997456721,-1.996647444
0.0351,-2.028487042,-2.00074289,-1.998082693,-2.002205257,-1.990320446,-1.997456721,-1.996647444
0.03525,-2.028487042,-2.00074289,-1.998082693,-2.002205257,-1.990320446,-1.997456721,-1.996647444
0.0354,-2.028487042,-2.00074289,-1.998082693,-2.002205257,-1.990320446,-1.997456721,-1.996647444
0.03555,-2.028487042,-2.00074289,-1.998082693,-2.002205257,-1.990320446,-1.997456721,-1.996647444
0.0357,-2.028487042,-2.00074289,-1.998082693,-2.002205257,-1.990320446,-1.997456721,-1.996647444
0.03585,-2.028487042,-2.00074289,-1.998082693,-2.002205257,-1.990320446,-1.997456721,-1.996647444
0.036,-2.028487042,-2.00074289,-1.998082693,-2.002205257,-1.990320446,-1.997456721,-1.996647444
0.03615,-2.028487042,-2.00074289,-1.998082693,-2.002205257,-1.990320446,-1.997456721,-1.996647444
0.0363,-2.028487042,-2.00074289,-1.998082693,-2.002205257,-1.990320446,-1.997456721,-1.996647444
0.03645,-2.028487042,-2.00074289,-1.998082693,-2.002205257,-1.990320446,-1.997456721,-1.996647444
0.0366,-2.028487042,-2.00074289,-1.998082693,-2.002205257,-1.990320446,-1.997456721,-1.996647444
0.03675,-2.028487042,-2.00074289,-1.998082693,-2.002205257,-1.990320446,-1.997456721,-1.996647444
0.0369,-2.028487042,-2.00074289,-1.998082693,-2.002205257,-1.990320446,-1.997456721,-1.996647444
0.03705,-2.028487042,-2.00074289,-1.998082693,-2.002205257,-1.990320446,-1.997456721,-1.996647444
0.0372,-2.028487042,-2.00074289,-1.998082693,-2.002205257,-1.990320446,-1.997456721,-1.996647444
0.03735,-2.028487042,-2.00074289,-1.998082693,-2.002205257,-1.990320446,-1.997456721,-1.996647444
0.0375,-2.028487042,-2.00074289,-1.998082693,-2.002205257,-1.990320446,-1.997456721,-1.996647444
